tweet,date,likes,retweets
Our decision regarding giving medicines to the countries in need is driven by India's ethos : PM Modi in #MannKiBaat,2020-04-26 05:54:40,29,0
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:54:26,0,24
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:54:04,0,24
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:53:50,0,24
"Our decision regarding giving medicines to the countries in need is driven by India's ethos : PM Modi

#MannKiBaat… https://t.co/O4p3QbAYKj",2020-04-26 05:53:39,37,2
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:53:17,0,24
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:53:00,0,24
"India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM Modi",2020-04-26 05:52:44,258,24
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-25 21:31:17,0,755
@narendramodi 1 may think 1835 nos of cases in a single day is lot to worry for INDIA Just think it alternatively i… https://t.co/1DmW04WReI,2020-04-25 18:54:16,0,0
"Only Step Could save Bhartiya
Congratulations for timely Decision
@narendramodi
PM calls for complete lockdown of e… https://t.co/4pAJwzcgvP",2020-04-25 13:06:19,0,0
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-25 08:05:50,0,755
"RT @Lhamo_Y: Modi has said that becoming self-reliant,self-sufficient was d only way forward 4 India.The kit made by IIT Delhi has been val…",2020-04-25 07:48:15,0,4
"RT @Lhamo_Y: Modi has said that becoming self-reliant,self-sufficient was d only way forward 4 India.The kit made by IIT Delhi has been val…",2020-04-25 03:30:13,0,4
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-25 01:44:19,0,755
"WHO praises PM Modi's 'timely and tough' decision on corona lockdown 2.0 https://t.co/Uz2eA0TDW2
Download mint app… https://t.co/PLxPEfx6Kz",2020-04-25 00:30:11,0,0
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-24 20:39:09,0,755
"RT @Lhamo_Y: Modi has said that becoming self-reliant,self-sufficient was d only way forward 4 India.The kit made by IIT Delhi has been val…",2020-04-24 20:08:59,0,4
"RT @Lhamo_Y: Modi has said that becoming self-reliant,self-sufficient was d only way forward 4 India.The kit made by IIT Delhi has been val…",2020-04-24 17:54:47,0,4
"Modi has said that becoming self-reliant,self-sufficient was d only way forward 4 India.The kit made by IIT Delhi h… https://t.co/uCFgmIlvpH",2020-04-24 16:53:13,19,4
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-24 15:01:48,0,755
“PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to… https://t.co/iqsiLcok0f,2020-04-24 13:03:28,0,0
RT @NamoApp: WHO praises PM Modi's 'timely and tough' decision on corona lockdown 2.0 https://t.co/kCdfnVaaPU,2020-04-24 12:31:24,0,21
"RT @narendramodi_in: WHO praises PM @narendramodi's 'timely and tough' decision on corona lockdown 2.0
https://t.co/AoTmYBNI1X 

via NaMo A…",2020-04-24 09:44:50,0,190
RT @SarafRak: #IndiaCheckmatesChina Great move by India...Now it's time to boycott China....Bold decision by PM modi...RT if you agree.. ht…,2020-04-24 08:37:25,0,61
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-24 04:48:11,0,755
RT @SarafRak: #IndiaCheckmatesChina Great move by India...Now it's time to boycott China....Bold decision by PM modi...RT if you agree.. ht…,2020-04-24 04:13:35,0,61
RT @SarafRak: #IndiaCheckmatesChina Great move by India...Now it's time to boycott China....Bold decision by PM modi...RT if you agree.. ht…,2020-04-24 04:09:37,0,61
"RT @narendramodi_in: WHO praises PM @narendramodi's 'timely and tough' decision on corona lockdown 2.0
https://t.co/AoTmYBNI1X 

via NaMo A…",2020-04-24 02:10:07,0,190
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-24 01:06:47,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 20:47:31,0,755
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 17:29:52,0,755
RT @NatarajaMurthi: Our PM Modi's decision on banning of investments (on weak or sick Corporates in India) by Chinese Predatory Capitalists…,2020-04-23 15:25:40,0,11
RT @BJP4India: “PM Modi is a model for the world. India as world’s largest democracy is allowing the voices of the little guys to be heard.…,2020-04-23 14:49:39,0,755
